trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,Note
3459-M-F,07:54:00,07:54:00,LincolnPlaza,1,0,0,,
3459-M-F,07:57:00,07:57:00,77,2,0,0,,
3459-M-F,08:07:00,08:07:00,71,3,0,0,,
3459-M-F,08:10:00,08:10:00,76,4,0,0,,
3459-M-F,08:13:00,08:13:00,75,5,0,0,,
3459-M-F,08:16:00,08:16:00,lincolnCourt,6,0,0,,
3459-M-F,08:22:00,08:22:00,WhitesPlaza,7,0,0,,
3856-M-F,07:30:00,07:30:00,WhitesPlaza,10,0,0,,
3856-M-F,07:33:00,07:33:00,lincolnCourt,20,0,0,,
3856-M-F,07:39:00,07:39:00,71,30,0,0,,
3856-M-F,07:45:00,07:45:00,77,60,0,0,,
3856-M-F,07:50:00,07:50:00,LincolnPlaza,70,0,0,,
3857-M-F,08:25:00,08:25:00,WhitesPlaza,10,0,0,,
3857-M-F,08:28:00,08:28:00,lincolnCourt,20,0,0,,
3857-M-F,08:33:00,08:33:00,75,30,0,0,,
3857-M-F,08:36:00,08:36:00,76,40,0,0,,
3857-M-F,08:39:00,08:39:00,71,50,0,0,,
3857-M-F,08:46:00,08:46:00,77,60,0,0,,
3857-M-F,08:50:00,08:50:00,LincolnPlaza,70,0,0,,
3859-M-F,07:15:00,07:15:00,harts-FasCheck,10,0,0,,
3859-M-F,07:33:00,07:33:00,ranger-FasCheck,20,0,0,,
3859-M-F,07:41:00,07:41:00,365,30,0,0,,
3859-M-F,07:47:00,07:47:00,366,40,0,0,,
3859-M-F,08:00:00,08:00:00,LincolnPlaza,50,0,0,,
3859-M-F,08:04:00,08:04:00,77,60,0,0,,
3859-M-F,08:12:00,08:12:00,368,70,0,0,,
3859-M-F,08:19:00,08:19:00,369,80,0,0,,
3859-M-F,08:44:00,08:44:00,walmart-barb,90,0,0,,
3859-M-F,08:49:00,08:49:00,barborMall,100,0,0,,
3860-M-F,19:10:00,19:10:00,barborMall,10,0,0,,
3860-M-F,19:33:00,19:33:00,369,20,0,0,,
3860-M-F,19:40:00,19:40:00,368,30,0,0,,
3860-M-F,19:48:00,19:48:00,77,40,0,0,,
3860-M-F,20:05:00,20:05:00,77,50,0,0,,
3862-M-F,07:42:00,07:42:00,77,1,0,0,,
3862-M-F,07:47:00,07:47:00,LincolnPlaza,2,0,0,,
3862-M-F,07:55:00,07:55:00,366,3,0,0,,
3862-M-F,08:00:00,08:00:00,365,4,0,0,,
3862-M-F,08:07:00,08:07:00,ranger-FasCheck,5,0,0,,
3862-M-F,08:22:00,08:22:00,harts-FasCheck,6,0,0,,
3862-M-F,08:32:00,08:32:00,361,7,0,0,,
3862-M-F,08:41:00,08:41:00,486,8,0,0,,
3862-M-F,08:49:00,08:49:00,358,9,0,0,,
3862-M-F,08:53:00,08:53:00,356,10,0,0,,
3862-M-F,08:58:00,08:58:00,357,11,0,0,,
3862-M-F,09:09:00,09:09:00,pride,12,0,0,,
3862-M-F,09:12:00,09:12:00,loganCourt,13,0,0,,
3862-M-F,09:15:00,09:15:00,loganHosp,14,0,0,,
3862-M-F,09:23:00,09:23:00,sctc,15,0,0,,
3862-M-F,09:31:00,09:31:00,351,16,0,0,,
3862-M-F,09:39:00,09:39:00,walmart-logan,17,0,0,,
3865-M-F,08:51:00,08:51:00,barborMall,1,0,0,,
3865-M-F,09:12:00,09:12:00,369,2,0,0,,
3865-M-F,09:19:00,09:19:00,368,3,0,0,,
3865-M-F,09:27:00,09:27:00,77,4,0,0,,
3865-M-F,09:32:00,09:32:00,LincolnPlaza,5,0,0,,
3865-M-F,09:39:00,09:39:00,366,6,0,0,,
3865-M-F,09:44:00,09:44:00,365,7,0,0,,
3865-M-F,09:51:00,09:51:00,ranger-FasCheck,8,0,0,,
3865-M-F,10:05:00,10:05:00,363,9,0,0,,
3865-M-F,10:20:00,10:20:00,harts-FasCheck,10,0,0,,
3865-M-F,10:30:00,10:30:00,361,11,0,0,,
3865-M-F,10:37:00,10:37:00,486,12,0,0,,
3865-M-F,10:45:00,10:45:00,358,13,0,0,,
3865-M-F,10:49:00,10:49:00,356,14,0,0,,
3865-M-F,10:54:00,10:54:00,357,15,0,0,,
3865-M-F,11:05:00,11:05:00,pride,16,0,0,,
3865-M-F,11:08:00,11:08:00,loganCourt,17,0,0,,
3865-M-F,11:11:00,11:11:00,loganHosp,18,0,0,,
3865-M-F,11:18:00,11:18:00,sctc,19,0,0,,
3865-M-F,11:26:00,11:26:00,351,20,0,0,,
3865-M-F,11:34:00,11:34:00,walmart-logan,21,0,0,,
3866-M-F,18:05:00,18:05:00,walmart-logan,10,0,0,,
3866-M-F,18:13:00,18:13:00,351,20,0,0,,
3866-M-F,18:21:00,18:21:00,sctc,30,0,0,,
3866-M-F,18:27:00,18:27:00,loganHosp,40,0,0,,
3866-M-F,18:32:00,18:32:00,pride,50,0,0,,
3866-M-F,18:35:00,18:35:00,loganCourt,60,0,0,,
3866-M-F,18:40:00,18:40:00,355,70,0,0,,
3866-M-F,18:45:00,18:45:00,357,80,0,0,,
3866-M-F,18:50:00,18:50:00,356,90,0,0,,
3866-M-F,18:54:00,18:54:00,358,100,0,0,,
3866-M-F,18:59:00,18:59:00,359,110,0,0,,
3866-M-F,19:04:00,19:04:00,486,120,0,0,,
3866-M-F,19:10:00,19:10:00,361,130,0,0,,
3866-M-F,19:20:00,19:20:00,harts-FasCheck,140,0,0,,
3866-M-F,19:35:00,19:35:00,ranger-FasCheck,150,0,0,,
3866-M-F,19:42:00,19:42:00,365,160,0,0,,
3866-M-F,19:47:00,19:47:00,366,170,0,0,,
3866-M-F,19:55:00,19:55:00,LincolnPlaza,180,0,0,,
3866-M-F,19:58:00,19:58:00,77,190,0,0,,
3870-M-F,09:30:00,09:30:00,WhitesPlaza,10,0,0,,white's
3870-M-F,09:33:00,09:33:00,lincolnCourt,20,0,0,,courthouse
3870-M-F,09:36:00,09:36:00,75,30,0,0,,vo-tech
3870-M-F,09:42:00,09:42:00,71,50,0,0,,primary care
3870-M-F,09:53:00,09:53:00,77,60,0,0,,bus stop
3870-M-F,09:57:00,09:57:00,LincolnPlaza,70,0,0,,lincoln Plaza
3893-M-F,13:00:00,13:00:00,barborMall,1,0,0,,460
3893-M-F,13:21:00,13:21:00,369,2,0,0,,
3893-M-F,13:27:00,13:27:00,368,3,0,0,,
3893-M-F,13:35:00,13:35:00,77,4,0,0,,
3893-M-F,13:55:00,13:55:00,LincolnPlaza,5,0,0,,
3893-M-F,14:02:00,14:02:00,366,6,0,0,,
3893-M-F,14:07:00,14:07:00,365,7,0,0,,
3893-M-F,14:14:00,14:14:00,ranger-FasCheck,8,0,0,,
3893-M-F,14:29:00,14:29:00,harts-FasCheck,9,0,0,,
3893-M-F,14:39:00,14:39:00,361,10,0,0,,
3893-M-F,14:46:00,14:46:00,486,11,0,0,,
3893-M-F,14:54:00,14:54:00,358,12,0,0,,
3893-M-F,15:00:00,15:00:00,356,13,0,0,,
3893-M-F,15:05:00,15:05:00,357,14,0,0,,
3893-M-F,15:14:00,15:14:00,pride,15,0,0,,
3893-M-F,15:17:00,15:17:00,loganCourt,16,0,0,,
3893-M-F,15:20:00,15:20:00,loganHosp,17,0,0,,
3893-M-F,15:28:00,15:28:00,sctc,18,0,0,,
3893-M-F,15:36:00,15:36:00,351,19,0,0,,
3893-M-F,15:44:00,15:44:00,walmart-logan,20,0,0,,
3894-M-F,14:45:00,14:45:00,barborMall,1,0,0,,
3894-M-F,15:08:00,15:08:00,369,2,0,0,,
3894-M-F,15:15:00,15:15:00,368,3,0,0,,
3894-M-F,15:23:00,15:23:00,77,4,0,0,,
3894-M-F,15:30:00,15:30:00,LincolnPlaza,5,0,0,,
3894-M-F,15:37:00,15:37:00,366,6,0,0,,
3894-M-F,15:42:00,15:42:00,365,7,0,0,,
3894-M-F,15:49:00,15:49:00,ranger-FasCheck,8,0,0,,
3894-M-F,16:04:00,16:04:00,363,9,0,0,,
3894-M-F,16:19:00,16:19:00,harts-FasCheck,10,0,0,,
3894-M-F,16:29:00,16:29:00,361,11,0,0,,
3894-M-F,16:39:00,16:39:00,359,12,0,0,,
3894-M-F,16:44:00,16:44:00,360,13,0,0,,
3894-M-F,16:52:00,16:52:00,358,14,0,0,,
3894-M-F,16:56:00,16:56:00,356,15,0,0,,
3894-M-F,17:01:00,17:01:00,357,16,0,0,,
3894-M-F,17:06:00,17:06:00,355,17,0,0,,
3894-M-F,17:13:00,17:13:00,pride,18,0,0,,
3894-M-F,17:16:00,17:16:00,loganCourt,19,0,0,,
3894-M-F,17:19:00,17:19:00,loganHosp,20,0,0,,
3894-M-F,17:26:00,17:26:00,sctc,21,0,0,,
3894-M-F,17:34:00,17:34:00,351,22,0,0,,
3894-M-F,17:42:00,17:42:00,walmart-logan,23,0,0,,
3895-T,07:50:00,07:50:00,camc,10,0,0,,
3895-T,08:10:00,08:10:00,soRidge,20,0,0,,
3895-T,08:21:00,08:21:00,alumCreek,30,0,0,,
3895-T,08:31:00,08:31:00,julian,40,0,0,,
3895-T,08:48:00,08:48:00,PO-madison,50,0,0,,
3895-T,09:00:00,09:00:00,458,60,0,0,,
3895-T,09:06:00,09:06:00,405,70,0,0,,
3895-T,09:10:00,09:10:00,448,80,0,0,,
3895-T,09:15:00,09:15:00,461,90,0,0,,
3913-T,11:35:00,11:35:00,krtTransMall,1,0,0,,
3913-T,11:47:00,11:47:00,traceFkPlaza,2,0,0,,
3913-T,11:51:00,11:51:00,dudTarget,3,0,0,,
3913-T,12:10:00,12:10:00,soRidge,4,0,0,,
3913-T,12:21:00,12:21:00,alumCreek,5,0,0,,
3913-T,12:48:00,12:48:00,julian,6,0,0,,
3913-T,12:53:00,12:53:00,453,7,0,0,,
3913-T,13:00:00,13:00:00,391,8,0,0,,
3913-T,13:05:00,13:05:00,booneCourt,9,0,0,,
3913-T,13:12:00,13:12:00,booneHosp,10,0,0,,
3913-T,13:20:00,13:20:00,PO-madison,11,0,0,,
3913-T,13:33:00,13:33:00,458,12,0,0,,
3913-T,13:39:00,13:39:00,405,13,0,0,,
3913-T,13:43:00,13:43:00,448,14,0,0,,
3913-T,13:45:00,13:45:00,461,15,0,0,,
3916-T,16:28:00,16:28:00,camc,10,0,0,,
3916-T,16:35:00,16:35:00,478,20,0,0,,
3916-T,16:40:00,16:40:00,479,30,0,0,,
3916-T,16:45:00,16:45:00,krtTransMall,40,0,0,,
3916-T,16:57:00,16:57:00,traceFkPlaza,50,0,0,,
3916-T,17:00:00,17:00:00,dudTarget,60,0,0,,
3916-T,17:05:00,17:05:00,soRidge,70,0,0,,
3916-T,17:15:00,17:15:00,alumCreek,80,0,0,,
3916-T,17:22:00,17:22:00,julian,90,0,0,,
3916-T,17:30:00,17:30:00,394,100,0,0,,
3916-T,17:35:00,17:35:00,453,110,0,0,,
3916-T,17:39:00,17:39:00,391,120,0,0,,
3916-T,17:43:00,17:43:00,booneCourt,130,0,0,,
3916-T,17:48:00,17:48:00,booneHosp,140,0,0,,
3916-T,17:50:00,17:50:00,PO-madison,150,0,0,,
3916-T,18:00:00,18:00:00,458,160,0,0,,
3916-T,18:06:00,18:06:00,405,170,0,0,,
3916-T,18:10:00,18:10:00,448,180,0,0,,
3916-T,18:15:00,18:15:00,461,190,0,0,,
3925-M-F,16:00:00,16:00:00,WhitesPlaza,1,0,0,,
3925-M-F,16:04:00,16:04:00,lincolnCourt,2,0,0,,
3925-M-F,16:10:00,16:10:00,75,3,0,0,,
3925-M-F,16:13:00,16:13:00,76,4,0,0,,
3925-M-F,16:16:00,16:16:00,71,5,0,0,,
3925-M-F,16:27:00,16:27:00,77,6,0,0,,
3925-M-F,16:30:00,16:30:00,LincolnPlaza,7,0,0,,
3932-M-F,10:30:00,10:30:00,WhitesPlaza,1,0,0,,
3932-M-F,10:33:00,10:33:00,lincolnCourt,2,0,0,,
3932-M-F,10:36:00,10:36:00,75,3,0,0,,
3932-M-F,10:42:00,10:42:00,71,4,0,0,,
3932-M-F,10:53:00,10:53:00,77,5,0,0,,
3932-M-F,10:57:00,10:57:00,LincolnPlaza,6,0,0,,
3933-M-F,11:30:00,11:30:00,WhitesPlaza,1,0,0,,White's Plaza
3933-M-F,11:33:00,11:33:00,lincolnCourt,2,0,0,,LinCoCourthouse
3933-M-F,11:36:00,11:36:00,75,3,0,0,,
3933-M-F,11:42:00,11:42:00,71,4,0,0,,
3933-M-F,11:53:00,11:53:00,77,5,0,0,,
3933-M-F,11:57:00,11:57:00,LincolnPlaza,6,0,0,,
3934-M-F,13:10:00,13:10:00,WhitesPlaza,1,0,0,,
3934-M-F,13:13:00,13:13:00,lincolnCourt,2,0,0,,
3934-M-F,13:16:00,13:16:00,75,3,0,0,,
3934-M-F,13:22:00,13:22:00,71,4,0,0,,
3934-M-F,13:33:00,13:33:00,77,5,0,0,,
3934-M-F,13:37:00,13:37:00,LincolnPlaza,6,0,0,,
3936-M-F,14:08:00,14:08:00,WhitesPlaza,1,0,0,,inbound
3936-M-F,14:11:00,14:11:00,lincolnCourt,2,0,0,,
3936-M-F,14:14:00,14:14:00,75,3,0,0,,
3936-M-F,14:20:00,14:20:00,71,4,0,0,,
3936-M-F,14:31:00,14:31:00,77,5,0,0,,
3936-M-F,14:35:00,14:35:00,LincolnPlaza,6,0,0,,
3958-M-F,09:44:00,09:44:00,walmart-logan,10,0,0,,
3958-M-F,09:52:00,09:52:00,351,20,0,0,,
3958-M-F,10:00:00,10:00:00,sctc,30,0,0,,
3958-M-F,10:07:00,10:07:00,loganHosp,40,0,0,,
3958-M-F,10:12:00,10:12:00,pride,50,0,0,,
3958-M-F,10:15:00,10:15:00,loganCourt,60,0,0,,
3958-M-F,10:22:00,10:22:00,357,70,0,0,,
3958-M-F,10:27:00,10:27:00,356,80,0,0,,
3958-M-F,10:31:00,10:31:00,358,90,0,0,,
3958-M-F,10:39:00,10:39:00,486,100,0,0,,
3958-M-F,10:49:00,10:49:00,361,110,0,0,,
3958-M-F,10:58:00,10:58:00,harts-FasCheck,120,0,0,,
3958-M-F,11:12:00,11:12:00,363,130,0,0,,
3958-M-F,11:27:00,11:27:00,ranger-FasCheck,140,0,0,,
3958-M-F,11:34:00,11:34:00,365,150,0,0,,
3958-M-F,11:39:00,11:39:00,366,160,0,0,,
3958-M-F,11:51:00,11:51:00,LincolnPlaza,170,0,0,,
3958-M-F,11:55:00,11:55:00,77,180,0,0,,
3958-M-F,12:03:00,12:03:00,368,190,0,0,,
3958-M-F,12:10:00,12:10:00,369,200,0,0,,
3958-M-F,12:33:00,12:33:00,walmart-barb,210,0,0,,
3958-M-F,12:38:00,12:38:00,barborMall,220,0,0,,
3959-M-F,11:55:00,11:55:00,walmart-logan,10,0,0,,
3959-M-F,12:03:00,12:03:00,351,20,0,0,,
3959-M-F,12:11:00,12:11:00,sctc,30,0,0,,
3959-M-F,12:17:00,12:17:00,loganHosp,40,0,0,,
3959-M-F,12:22:00,12:22:00,pride,50,0,0,,
3959-M-F,12:25:00,12:25:00,loganCourt,60,0,0,,
3959-M-F,12:32:00,12:32:00,357,70,0,0,,
3959-M-F,12:37:00,12:37:00,356,80,0,0,,
3959-M-F,12:41:00,12:41:00,358,90,0,0,,
3959-M-F,12:49:00,12:49:00,486,100,0,0,,
3959-M-F,12:55:00,12:55:00,361,110,0,0,,
3959-M-F,13:05:00,13:05:00,harts-FasCheck,120,0,0,,
3959-M-F,13:20:00,13:20:00,ranger-FasCheck,130,0,0,,
3959-M-F,13:27:00,13:27:00,365,140,0,0,,
3959-M-F,13:32:00,13:32:00,366,150,0,0,,
3959-M-F,13:55:00,13:55:00,LincolnPlaza,160,0,0,,
3959-M-F,13:59:00,13:59:00,77,170,0,0,,
3959-M-F,14:07:00,14:07:00,368,180,0,0,,
3959-M-F,14:15:00,14:15:00,369,190,0,0,,
3959-M-F,14:38:00,14:38:00,walmart-barb,200,0,0,,
3959-M-F,14:43:00,14:43:00,barborMall,210,0,0,,
3960-MWF,07:00:00,07:00:00,394,1,0,0,,
3960-MWF,07:10:00,07:10:00,463,2,0,0,,
3960-MWF,07:25:00,07:25:00,walmart-logan,3,0,0,,
3960-MWF,07:37:00,07:37:00,73_44,4,0,0,,
3960-MWF,07:39:00,07:39:00,loganHosp,5,0,0,,
3960-MWF,07:42:00,07:42:00,loganCourt,6,0,0,,
3960-MWF,07:45:00,07:45:00,PO-stollings,7,0,0,,
3960-MWF,07:52:00,07:52:00,mntlHealth-mingo/logan,8,0,0,,
3960-MWF,07:55:00,07:55:00,449,9,0,0,,
