stop_id,stop_name,stop_desc,stop_lat,stop_lon
"St Francis Hospital_St Francis Hospital_38.353320_-81.632660","St Francis Hospital","",38.353320,-81.632660
"Supreme Court Entrance__38.336761_-81.610393","Supreme Court Entrance","",38.336761,-81.610393
"Swarthmore Ave & Valley Rd_Swarthmore Ave & Valley Rd_38.369274_-81.641376","Swarthmore Ave & Valley Rd","",38.369274,-81.641376
"The Anchor_The Anchor_38.315780_-81.560940","The Anchor","",38.315780,-81.560940
"The Home Depot_The Home Depot_38.316830_-81.716450","The Home Depot","",38.316830,-81.716450
"Thomas Hospital_Thomas Hospital_38.355740_-81.726200","Thomas Hospital","",38.355740,-81.726200
"Town Center Mall (Civic Center Entrance)_Town Center Mall (Civic Center Entrance)_38.355160_-81.639440","Town Center Mall (Civic Center Entrance)","",38.355160,-81.639440
"Trace Fork (Ice Rink)_Trace Fork (Ice Rink)_38.338860_-81.712870","Trace Fork (Ice Rink)","",38.338860,-81.712870
"Transit Mall_Transit Mall_38.351780_-81.635660","Transit Mall","",38.351780,-81.635660
"Tyler Mountain_Tyler Mountain_38.394632_-81.722511","Tyler Mountain","",38.394632,-81.722511
"U-Haul_U-Haul_38.365730_-81.763490","U-Haul","",38.365730,-81.763490
"University of Charleston_University of Charleston_38.332251_-81.615642","University of Charleston","",38.332251,-81.615642
"Value City_Value City_38.368990_-81.766520","Value City","",38.368990,-81.766520
"Virginia St & Bradford St_Virginia St & Bradford St_38.342700_-81.627530","Virginia St & Bradford St","",38.342700,-81.627530
"Virginia St & Capitol St_Virginia St & Capitol St_38.349250_-81.636050","Virginia St & Capitol St","",38.349250,-81.636050
"Virginia St & Clendenin St_Virginia St & Clendenin St_38.353400_-81.641110","Virginia St & Clendenin St","",38.353400,-81.641110
"Virginia St & Elizabeth St_Virginia St & Elizabeth St_38.338560_-81.618375","Virginia St & Elizabeth St","",38.338560,-81.618375
"Virginia St & Goshorn St_Virginia St & Goshorn St_38.351800_-81.639100","Virginia St & Goshorn St","",38.351800,-81.639100
"Virginia St & Greenbrier St_Virginia St & Greenbrier St_38.337343_-81.615777","Virginia St & Greenbrier St","",38.337343,-81.615777
"Virginia St & Leon Sullivan Way_Virginia St & Leon Sullivan Way_38.346717_-81.632949","Virginia St & Leon Sullivan Way","",38.346717,-81.632949
"Virginia St & Maryland Ave_Virginia St & Maryland Ave_38.360840_-81.648040","Virginia St & Maryland Ave","",38.360840,-81.648040
"Virginia St & McFarland St_Virginia St & McFarland St_38.348029_-81.634508","Virginia St & McFarland St","",38.348029,-81.634508
"Virginia St & Morris St_Virginia St & Morris St_38.344190_-81.629850","Virginia St & Morris St","",38.344190,-81.629850
"Virginia St & Pennsylvania Ave_Virginia St & Pennsylvania Ave_38.357398_-81.645167","Virginia St & Pennsylvania Ave","",38.357398,-81.645167
"Virginia St & Ruffner Ave_Virginia St & Ruffner Ave_38.341441_-81.625533","Virginia St & Ruffner Ave","",38.341441,-81.625533
"Virginia St & Summers St_Virginia St & Summers St_38.349952_-81.636807","Virginia St & Summers St","",38.349952,-81.636807
"Virginia St & Tennessee Ave_Virginia St & Tennessee Ave_38.358590_-81.646250","Virginia St & Tennessee Ave","",38.358590,-81.646250
"W Main St & Coal River Rd_W Main St & Coal River Rd_38.389330_-81.846170","W Main St & Coal River Rd","",38.389330,-81.846170
"W Main St & Riverside Dr_W Main St & Riverside Dr_38.386092_-81.841684","W Main St & Riverside Dr","",38.386092,-81.841684
"Walmart_Walmart_38.320828_-81.715805","Walmart","",38.320828,-81.715805
"Washington St & 20th St_Washington St & 20th St_38.375251_-81.669216","Washington St & 20th St","",38.375251,-81.669216
"Washington St & Barton St_Washington St & Barton St_38.370729_-81.658712","Washington St & Barton St","",38.370729,-81.658712
"Washington St & Big Tyler Rd_Washington St & Big Tyler Rd_38.392292_-81.721162","Washington St & Big Tyler Rd","",38.392292,-81.721162
"Washington St & Bigley Ave_Washington St & Bigley Ave_38.360490_-81.640922","Washington St & Bigley Ave","",38.360490,-81.640922
"Washington St & Bradford St_Washington St & Bradford St_38.345031_-81.624884","Washington St & Bradford St","",38.345031,-81.624884
"Washington St & Capitol St_Washington St & Capitol St_38.351320_-81.632150","Washington St & Capitol St","",38.351320,-81.632150
"Washington St & Chesapeake Ave_Washington St & Chesapeake Ave_38.335838_-81.604006","Washington St & Chesapeake Ave","",38.335838,-81.604006
"Washington St & Court St_Washington St & Court St_38.354054_-81.634429","Washington St & Court St","",38.354054,-81.634429
"Washington St & East Ave_Washington St & East Ave_38.335263_-81.600781","Washington St & East Ave","",38.335263,-81.600781
"Washington St & Edgewood Dr_Washington St & Edgewood Dr_38.365490_-81.646620","Washington St & Edgewood Dr","",38.365490,-81.646620
"Washington St & Garvin Ave_Washington St & Garvin Ave_38.368062_-81.653178","Washington St & Garvin Ave","",38.368062,-81.653178
"Washington St & Greendale Dr_Washington St & Greendale Dr_38.363930_-81.642910","Washington St & Greendale Dr","",38.363930,-81.642910
"Washington St & Helena Dr_Washington St & Helena Dr_38.377492_-81.711371","Washington St & Helena Dr","",38.377492,-81.711371
"Washington St & Hildebrand Dr_Washington St & Hildebrand Dr_38.385160_-81.716280","Washington St & Hildebrand Dr","",38.385160,-81.716280
"Washington St & Hunt Ave_Washington St & Hunt Ave_38.369142_-81.655371","Washington St & Hunt Ave","",38.369142,-81.655371
"Washington St & Margaret St_Washington St & Margaret St_38.355222_-81.636239","Washington St & Margaret St","",38.355222,-81.636239
"Washington St & Maxwell St_Washington St & Maxwell St_38.340900_-81.617470","Washington St & Maxwell St","",38.340900,-81.617470
"Washington St & Michigan Ave_Washington St & Michigan Ave_38.336722_-81.608268","Washington St & Michigan Ave","",38.336722,-81.608268
"Washington St & Morris St_Washington St & Morris St_38.346686_-81.626900","Washington St & Morris St","",38.346686,-81.626900
"Washington St & Ohio Ave_Washington St & Ohio Ave_38.362412_-81.641688","Washington St & Ohio Ave","",38.362412,-81.641688
"Washington St & Park Ave_Washington St & Park Ave_38.366980_-81.650710","Washington St & Park Ave","",38.366980,-81.650710
"Washington St & Patrick St_Washington St & Patrick St_38.373276_-81.663266","Washington St & Patrick St","",38.373276,-81.663266
"Washington St & Pennsylvania Ave_Washington St & Pennsylvania Ave_38.359600_-81.640460","Washington St & Pennsylvania Ave","",38.359600,-81.640460
"Washington St & Reynolds St_Washington St & Reynolds St_38.357010_-81.638930","Washington St & Reynolds St","",38.357010,-81.638930
"Washington St & Roxalana Rd_Washington St & Roxalana Rd_38.376030_-81.710950","Washington St & Roxalana Rd","",38.376030,-81.710950
"Washington St & Ruffner Ave_Washington St & Ruffner Ave_38.343720_-81.622950","Washington St & Ruffner Ave","",38.343720,-81.622950
"Washington St & Shrewsbury St_Washington St & Shrewsbury St_38.349930_-81.630780","Washington St & Shrewsbury St","",38.349930,-81.630780
"Washington St & Sidney St_Washington St & Sidney St_38.339950_-81.615580","Washington St & Sidney St","",38.339950,-81.615580
"Washington St & Slaughter Dr_Washington St & Slaughter Dr_38.390834_-81.718389","Washington St & Slaughter Dr","",38.390834,-81.718389
"Washington St & Stockton St_Washington St & Stockton St_38.371930_-81.661180","Washington St & Stockton St","",38.371930,-81.661180
"Washington St & Thompson St_Washington St & Thompson St_38.342380_-81.620590","Washington St & Thompson St","",38.342380,-81.620590
"Washington St & Wertz Ave_Washington St & Wertz Ave_38.334164_-81.596732","Washington St & Wertz Ave","",38.334164,-81.596732
"Washington St & Woodrum Ln_Washington St & Woodrum Ln_38.381880_-81.713980","Washington St & Woodrum Ln","",38.381880,-81.713980
"Watts St & Patterson St_Watts St & Patterson St_38.364491_-81.638664","Watts St & Patterson St","",38.364491,-81.638664
"Weberwood Elementary_Weberwood Elementary_38.352860_-81.669890","Weberwood Elementary","",38.352860,-81.669890
"Wertz Ave & Anderson Ave_Wertz Ave & Anderson Ave_38.338890_-81.595262","Wertz Ave & Anderson Ave","",38.338890,-81.595262
"Wertz Ave & Darby St_Wertz Ave & Darby St_38.335720_-81.595580","Wertz Ave & Darby St","",38.335720,-81.595580
"Wertz Ave & Spence Dr_Wertz Ave & Spence Dr_38.347490_-81.587960","Wertz Ave & Spence Dr","",38.347490,-81.587960
"Wilkie Dr & Churchill Dr_Wilkie Dr & Churchill Dr_38.349818_-81.657438","Wilkie Dr & Churchill Dr","",38.349818,-81.657438
"WV Lottery Headquarters_WV Lottery Headquarters_38.359840_-81.635220","WV Lottery Headquarters","",38.359840,-81.635220
"WV State University (Fairlawn Ave)_WV State University (Fairlawn Ave)_38.385349_-81.768370","WV State University (Fairlawn Ave)","",38.385349,-81.768370
"WV State University (Ferrell Hall)_WV State University (Ferrell Hall)_38.382820_-81.766050","WV State University (Ferrell Hall)","",38.382820,-81.766050
"YMCA_YMCA_38.344440_-81.605130","YMCA","",38.344440,-81.605130
